GENUS;Source;COMMENT on genus;primary_lifestyle;Secondary_lifestyle;Comment_on_lifestyle_template;Endophytic_interaction_capability_template;Plant_pathogenic_capacity_template;Decay_substrate_template;Decay_type_template;Aquatic_habitat_template;Animal_biotrophic_capacity_template;Specific_hosts;Growth_form_template;Fruitbody_type_template;Hymenium_type_template;Ectomycorrhiza_exploration_type_template;Ectomycorrhiza_lineage_template;primary_photobiont;secondary_photobiont
Pseudocytoplacosphaeria;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pseudocytospora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pseudodichomera;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pseudodidymaria;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pseudodiscula;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pseudofuscophialis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pseudogaster;Fungal_traits_DB;;wood_saprotroph;;;;;wood;;;;;;;;;;;
Pseudographiella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pseudohepatica;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pseudomicrodochium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pseudoneottiospora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pseudopatellina;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pseudopeltistroma;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pseudoperitheca;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pseudopetrakia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pseudophloeosporella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pseudophragmotrichum;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pseudopolystigmina;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pseudoramularia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pseudorhizopogon;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pseudoschizothyra;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pseudostegia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pseudozythia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pseudothyrium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pseudotorula;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pseudotracylla;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pseudotrichoconis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Psilosphaeria;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pteromycula;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pterulopsis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pterygosporopsis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pucciniospora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pullospora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pulvinella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Punctillina;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pycmaeosphaera;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pycnidioarxiella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pycnidiopeltis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pycnis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pycnodactylus;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pycnodallia;Fungal_traits_DB;;;;;;;;;marine;;;;;;;;;
Pycnoharknessia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pycnomma;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pycnomoreletia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pycnopsammina;Fungal_traits_DB;;lichen_parasite;fungal_decomposer;;;;fungal_material,algal_material;;non-aquatic;;;;none;none;;;;
Pycnoseynesia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pycnothera;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pycnothyriella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pycnothyrium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pyramidospora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pyrenyllium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pyrgostroma;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Pyripnomyces;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Quadracaea;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Quadricladium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Quasidiscus;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Queenslandia;Fungal_traits_DB;synonym of Rhagadolobium;plant_pathogen;;;;leaf/fruit/seed_pathogen;;;non-aquatic;;;filamentous_mycelium;;;;;;
Quezelia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Raciborskiomyces;Fungal_traits_DB;;plant_pathogen;;;;leaf/fruit/seed_pathogen;;;;;;;none;none;;;;
Radiatispora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Raizadenia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Ramakrishnanella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Ramicapitulum;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Ramicephala;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Ramoconidiifera;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Redbia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Refractohilum;Fungal_traits_DB;;lichen_parasite;fungal_decomposer;;;;fungal_material,algal_material;;non-aquatic;;;;none;none;;;;
Repetoblastiella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Rhabdoclema;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Rhabdogloeopsis;Fungal_traits_DB;;plant_pathogen;;;;unspecified_plant_pathogen;;;;;;;;;;;;
Rhabdostromella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Rhabdostromina;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Rhexoampullifera;Fungal_traits_DB;;plant_pathogen;;;;leaf/fruit/seed_pathogen;;;non-aquatic;;;filamentous_mycelium;;;;;;
Rhexoprolifer;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Rhipidocephalum;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Rhizosphaerina;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Rhodesia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Rhodesiopsis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Rhodothallus;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Rhombostilbella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Rhopalocladium;Fungal_traits_DB;;unspecified_saprotroph;;;;;;;;;;;;;;;;
Rhynchomyces;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Rhynchoseptoria;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Rhynchosporina;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Riclaretia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Rileya;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Robakia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Rogergoosiella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Roscoepoundia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Rosulomyces;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Rota;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Ruggieria;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Sadasivania;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Sanjuanomyces;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Sarcinosporon;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Sarcoexcipula;Fungal_traits_DB;;lichen_parasite;fungal_decomposer;;;;fungal_material,algal_material;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Sarcophoma;Fungal_traits_DB;;unspecified_saprotroph;;;;;;;;;;;;;;;;
Sarophorum;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Sativumoides;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Scaphidium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Sceptrifera;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Schizothyra;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Schizothyrella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Schizothyropsis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Schizotrichum;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Schroeteria;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Schwarzmannia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Scirrhophoma;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Sclerographiopsis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Sclerographium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Scleromeris;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Scleropycnis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Sclerozythia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Scolecobeltrania;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Scolecodochium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Scolecosporiella;Fungal_traits_DB;;unspecified_saprotroph;;;;;;;;;;;;;;;;
Scolecozythia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Scolecotheca;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Scoliotidium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Scopaphoma;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Scopulariella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Scothelius;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Scutisporus;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Scutopeltis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Scutopycnis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Seimatosporiopsis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Selenosira;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Selenosporopsis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Semipseudocercospora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Septocytella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Septomyxella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Septopatella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Septosporiopsis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Septosporium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Septotrullula;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Sessiliospora;Fungal_traits_DB;;lichen_parasite;fungal_decomposer;;;;fungal_material,algal_material;;non-aquatic;;;;none;none;;;;
Setolibertella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Setophiale;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Setosporella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Seynesiopsis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Shawiella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Sheariella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Sheathnema;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Shivomyces;Fungal_traits_DB;;foliar_endophyte;litter_saprotroph;;foliar_endophyte;;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;;;;;;
Siamia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Sigmatomyces;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Simmonsiella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Sirexcipula;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Sirocyphis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Sirogloea;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Siroligniella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Sirophoma;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Siroplacodium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Siropleura;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Siroscyphellina;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Sirosperma;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Sirosphaera;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Sirosporonaemella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Sirozythia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Sirozythiella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Sirothecium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Sirothyriella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Sirothyrium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Sitochora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Skoua;Fungal_traits_DB;;pollen_saprotroph;animal-associated;;;;pollen;;non-aquatic;arthropod-associated;Apis;filamentous_mycelium;;;;;;
Soloacrospora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Solosympodiella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Soloterminospora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Spermatoloncha;Fungal_traits_DB;;;;;;;;;;;;filamentous_mycelium;;;;;;
Spermochaetella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Spermosporella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Sphaeridium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Sphaeriostromella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Sphaeromma;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Sphaeronema;Fungal_traits_DB;;wood_saprotroph;;;;;wood;soft_rot;;;;filamentous_mycelium;;;;;;
Sphaerophoma;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Sphaerulomyces;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Spicularia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Spilomium;Fungal_traits_DB;;lichen_parasite;fungal_decomposer;lichenized_some_species;;;fungal_material,algal_material;;non-aquatic;;;;none;none;;;;
Spinulospora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Spiralum;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Spiropes;Fungal_traits_DB;;mycoparasite;fungal_decomposer;;;;fungal_material;;;;;;;;;;;
Splanchospora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Spondylocladiella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Spondylocladiopsis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Sporhaplus;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;none;none;;;;
Sporidesmiopsis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Sporoglena;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Sporophiala;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Sporotretophora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Stachybotryella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Stagonopatella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Stagonopsis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Stagonosporina;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Stagonostromella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Stalagmochaetia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Stanhughesiella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Stauronema;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Stauronematopsis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Staurophoma;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Stegonsporiopsis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Stellifraga;Fungal_traits_DB;;lichen_parasite;fungal_decomposer;;;;fungal_material,algal_material;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Stellomyces;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Stellopeltis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Stellospora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Stellothyriella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Stenocephalopsis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Stenospora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Stephembruneria;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Stevensonula;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Stictopatella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Stictosepta;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Stigmatellina;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Stigmea;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Stigmella;Fungal_traits_DB;;plant_pathogen;;;;leaf/fruit/seed_pathogen;;;;;;;;;;;;
Stigmopeltis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Stilbellula;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Stilbodendron;Fungal_traits_DB;;unspecified_saprotroph;;;;;;;;;;;;;;;;
Stilbophoma;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Strasseriopsis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Stratiphoromyces;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Striosphaeropsis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Stromatocrea;Fungal_traits_DB;;unspecified_saprotroph;;;;;;;;;;;;;;;;
Stromatopycnis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Stromatostysanus;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Strongylothallus;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Stygiomyces;Fungal_traits_DB;;lichen_parasite;fungal_decomposer;;;;fungal_material,algal_material;;non-aquatic;;;;none;none;;;;
Stylaspergillus;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Subhysteropycnis;Fungal_traits_DB;;lichenized;;;;;;;non-aquatic;;;thallus_photosynthetic;;;;;;
Subicularium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Suttoniella;Fungal_traits_DB;;litter_saprotroph;;;;;;;;;;;;;;;;
Suttonina;Fungal_traits_DB;;plant_pathogen;;;;unspecified_plant_pathogen;;;;;;;;;;;;
Syamithabeeja;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Sylviacollaea;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Symphysos;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Sympodiocladium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Sympodioclathra;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Sympodioplanus;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Sympodiosynnema;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Synchronoblastia;Fungal_traits_DB;;plant_pathogen;;;;leaf/fruit/seed_pathogen;;;;;;;;;;;;
Syncladium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Synnemacrodictys;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Synnemaseimatoides;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Synostomina;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Syphosphaera;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Systremmopsis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Zakatoshia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Zebrospora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Zelandiocoela;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Zelodactylaria;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Zelopelta;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Zelosatchmopsis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Zetesimomyces;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Zevadia;Fungal_traits_DB;;lichen_parasite;fungal_decomposer;;;;fungal_material,algal_material;;non-aquatic;;;;none;none;;;;
Zilingia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Zinzipegasa;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Zopheromyces;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Zunura;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Zyxiphora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Taeniolina;Fungal_traits_DB;;lichen_parasite;fungal_decomposer;;;;fungal_material,algal_material;;non-aquatic;;;;none;none;;;;
Talpapellis;Fungal_traits_DB;;lichen_parasite;fungal_decomposer;;;;fungal_material,algal_material;;non-aquatic;;;filamentous_mycelium;none;none;;;;
Tandonea;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Tarsodisporus;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Tectacervulus;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Telioclipeum;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Temerariomyces;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Teratosperma;Fungal_traits_DB;;lichen_parasite;fungal_decomposer;;;;fungal_material,algal_material;;non-aquatic;;;;none;none;;;;
Termitaria;Fungal_traits_DB;;litter_saprotroph;;;;;leaf/fruit/seed;;non-aquatic;;;filamentous_mycelium;;;;;;
Tetrabrachium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Tetrabrunneospora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Tetranacriella;Fungal_traits_DB;;;;;;;;;marine;;;;;;;;;
Tetranacrium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Tetraposporium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Textotheca;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Thaptospora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Thirumalacharia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Tholomyces;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Thoracella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Thrinacospora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Thyriostromella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Thyrostromella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Thyrsidiella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Thyrsidina;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Tiarosporellivora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Ticogloea;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Ticosynnema;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Titaea;Fungal_traits_DB;;unspecified_saprotroph;;;;;;;;;;;;;;;;
Titaeopsis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Titaeospora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Tomenticola;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Tompetchia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Toxosporiella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Toxosporiopsis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Toxosporium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Tremellidium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Tretendophragmia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Tretocephala;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Tretolylea;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Tretospeira;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Tretovularia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Tribolospora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Trichobolbus;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Trichodiscula;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Trichodochium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Trichomatoclava;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Trichomatomyces;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Trichomatosphaera;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Trichopeltulum;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Trichoseptoria;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Trichosporodochium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Trichotheca;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Tricladiella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Tricladiopsis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Tricladiospora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Tricornispora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Trifurcospora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Trigonosporium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Tripoconidium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Triposporina;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Triramulispora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Triscelosporium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Trisulcosporium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Troposporium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Troposporopsis;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Tryblidiopycnis;Fungal_traits_DB;;plant_pathogen;;;;leaf/fruit/seed_pathogen;;;;;;;;;;;;
Tryssglobulus;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Tuberculispora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Tunicago;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Turgidosculum;Fungal_traits_DB;;algal_parasite;;;no_endophytic_capacity;algal_parasite;algal_material;;partly_marine_(partly_non-aquatic);;algae;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Turturconchata;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Tympanosporium;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Uberispora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Ubrizsya;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Ulocoryphus;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Umbellidion;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Uniseta;Fungal_traits_DB;;wood_saprotroph;;;;;wood;;non-aquatic;;;filamentous_mycelium;perithecium_(hymenium_hidden,_narrow_opening);closed;;;;
Urohendersonia;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Urohendersoniella;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Uvarispora;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
Vagnia;Fungal_traits_DB;;lichen_parasite;fungal_decomposer;;;;fungal_material,algal_material;;non-aquatic;;;;none;none;;;;
Waihonghopes;Fungal_traits_DB;;;;;;;;;;;;;;;;;;
